order_id,date,channel,quantity,revenue_clp,cogs_clp,returned
613,2026-06-14,Paid,3,44970,17050,0
614,2026-06-27,Organic,1,80991,48338,0
615,2026-03-18,Paid,2,113981,68387,0
616,2026-05-18,Paid,1,39990,21132,0
617,2026-07-27,Referral,4,56962,27855,0
618,2026-06-16,Organic,1,80991,39260,0
619,2026-01-02,Referral,2,29980,16953,0
620,2026-02-11,Organic,3,44970,17187,0
621,2026-04-04,Paid,3,44970,26756,0
622,2026-05-13,Email,4,59960,25491,0
623,2026-04-01,Paid,4,89964,42517,0
624,2026-08-08,Paid,1,14990,5384,0
625,2026-02-02,Referral,2,161982,65442,0
626,2026-02-11,Referral,1,89990,37361,0
627,2026-02-06,Paid,4,59960,31127,0
628,2026-04-06,Paid,1,33991,17818,0
629,2026-01-07,Paid,4,99960,59787,0
630,2026-04-15,Organic,1,39990,19309,0
631,2026-02-07,Paid,3,44970,25961,0
632,2026-04-07,Organic,3,44970,19979,0
633,2026-07-30,Referral,1,22491,11967,0
634,2026-05-22,Email,1,89990,47254,0
635,2026-02-16,Email,1,14990,6438,0
636,2026-05-12,Paid,4,215964,82475,1
637,2026-07-05,Email,2,47481,23355,0
638,2026-04-01,Referral,2,170981,90055,0
639,2026-07-28,Paid,3,113971,54723,0
640,2026-01-24,Organic,3,44970,20309,0
641,2026-07-10,Email,1,24990,9778,1
642,2026-02-04,Referral,4,56962,29577,0
643,2026-06-28,Organic,4,305966,183423,0
644,2026-01-02,Referral,4,53964,21453,0
645,2026-05-16,Organic,3,63724,32836,0
646,2026-02-27,Paid,4,84966,49496,0
647,2026-04-19,Referral,1,39990,19132,0
648,2026-06-23,Paid,4,99960,59219,0
649,2026-01-01,Referral,1,39990,18826,0
650,2026-04-29,Referral,2,67983,32555,0
651,2026-04-01,Organic,1,39990,20150,0
652,2026-01-26,Referral,1,33991,13478,0
653,2026-04-16,Organic,4,99960,48208,0
654,2026-05-01,Referral,4,59960,32520,0
655,2026-07-27,Email,3,119970,54836,0
656,2026-04-01,Referral,1,50991,28546,0
657,2026-01-11,Paid,1,33991,13583,0
658,2026-06-20,Paid,4,203966,88277,1
659,2026-07-24,Paid,4,159960,72825,0
660,2026-07-31,Referral,3,161973,86088,0
661,2026-03-30,Organic,2,29980,16434,0
662,2026-06-02,Organic,2,25483,14205,0
663,2026-04-20,Paid,4,239960,100916,0
664,2026-03-09,Paid,2,179980,74217,0
665,2026-06-29,Paid,4,94962,50008,0
666,2026-02-03,Referral,2,152983,77810,0
667,2026-06-07,Paid,1,39990,23285,0
668,2026-06-12,Paid,1,14240,6433,0
669,2026-06-14,Organic,2,75981,35695,0
670,2026-07-02,Referral,3,44970,19827,0
671,2026-06-19,Email,2,79980,31627,1
672,2026-04-21,Paid,2,75981,31915,0
673,2026-06-21,Organic,3,179970,78029,0
674,2026-07-19,Email,2,79980,42815,0
675,2026-01-28,Paid,2,79980,39676,0
676,2026-07-29,Paid,1,13491,7987,0
677,2026-03-29,Email,2,119980,44239,0
678,2026-02-19,Referral,4,89964,47698,1
679,2026-07-03,Organic,3,269970,154889,0
680,2026-05-09,Organic,4,56962,25903,0
681,2026-01-12,Organic,2,179980,94341,0
682,2026-01-20,Paid,2,113981,59403,0
683,2026-06-05,Email,4,341962,167774,0
684,2026-06-28,Organic,2,49980,19492,0
685,2026-08-07,Paid,4,305966,162206,0
686,2026-05-17,Paid,3,107973,41005,0
687,2026-02-04,Email,3,38224,14794,0
688,2026-03-30,Email,1,24990,12086,1
689,2026-02-04,Referral,3,38224,21825,0
690,2026-04-02,Paid,3,119970,60763,1
691,2026-07-19,Organic,3,74970,44449,0
692,2026-07-29,Referral,4,135966,69149,0
693,2026-08-08,Referral,2,79980,32070,0
694,2026-02-07,Referral,2,119980,63883,0
695,2026-02-15,Paid,1,59990,27886,0
696,2026-02-15,Referral,4,84966,35729,0
697,2026-06-15,Referral,2,29980,11033,0
698,2026-06-04,Organic,1,89990,47846,0
699,2026-08-01,Organic,4,239960,90587,1
700,2026-06-03,Organic,2,49980,20837,0
